"CHARACTER DESCRIPTION"
"On the king's orders, Proxemo -  the owner of the arena in Gladiator's Bay - slaughtered the inhabitants of the village where Romulus lived. Everyone including him resisted the attackers, but they decided to capture him because he looked strong. He is not reconciled to his predicament, and wants revenge - on Proxemo and then on the king. He is confident, sometimes arrogant. Sometimes he gets out of control and explodes."

"Kaly","","Ich hasse ihn. Ich will nur Rache.                                                                                                                     ","DIA_KALY_HELLO2_03_14"
"Romulus","Wie kann ich dann aber mit dir Reden? Wurden den keine Steckbriefe für dich geschrieben?                                                                                                                     ","DIA_KALY_HELLO2_15_15"
"Kaly","","Mein Bruder wollte mich natürlich loswerden. Er hat Kopfgeldjäger geschickt, um mich loszuwerden.                                                                                                                     ","DIA_KALY_HELLO2_03_16"
"Kaly","","Ich schaffte es, einen von ihnen zu bestechen, als ich ihn traf.                                                                                                                     ","DIA_KALY_HELLO2_03_17"
"Kaly","","Im Tausch gegen mein gesamtes Hab und Gut hat er diesem Idioten Rezenhart gesagt, dass er mich getötet hätte. Als Beweis hat er Rezenhart das Amulett gezeigt, das ich dem Kopfgeldjäger gegeben hatte.                                                                                                                     ","DIA_KALY_HELLO2_03_24"
"Kaly","","Glücklicherweise weiß mein Bruder, von wem das Amulett ist. Den eigentlich wurde ich mich davon nie trennen.                                                                                                                     ","DIA_KALY_HELLO2_03_18"
"Kaly","","Dank ihm bin ich nun hier und kann mich bald revanchieren. Ich habe mein Aussehen geändert und den Namen Kaly angenommen.                                                                                                                     ","DIA_KALY_HELLO2_03_19"
"Kaly","","Übrigens habe ich nicht nach deinem gefragt. Wie heisst du?                                                                                                                     ","DIA_KALY_HELLO2_03_20"
"Romulus","Romulus.                                                                                                                     ","DIA_KALY_HELLO2_15_21"
"Kaly","","Ich muss dir zeigen wie alles hier funktioniert. Wir wollen beide, dass du aufsteigst und Kämpfe gewinnst. Zumal da es hier bei jedem Kampf um Leben und Tod geht.                                                                                                                     ","DIA_KALY_HELLO2_03_22"
"Kaly","","Frage mich nach allem, was du wissen willst. Ich werde dir alles genau erklären.                                                                                                                     ","DIA_KALY_HELLO2_03_23"

"","","","DIA_KALY_HELLO2_A1"
"Romulus","Wie wird mein erster Kampf aussehen?                                                                                                                     ","DIA_KALY_HELLO2_A1_15_01"
"Kaly","","Ich schätze, du wirst morgen kämpfen.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_02"
"Romulus","Ok.                                                                                                                     ","DIA_KALY_HELLO2_A1_15_03"
"Kaly","","Beim ersten Kampf kämpfen immer gefangene Sklaven gegeneinander.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_04"
"Kaly","","Nur einer kann überleben.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_05"
"Kaly","","Wenn du es schaffst, zu gewinnen hast du Zeit, dich auszuruhen. Danach erwartet dich ein weiterer Kampf.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_06"
"Kaly","","Theoretisch wird dies dann dein erster richtiger Kampf sein.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_07"
"Romulus","Gegen wen werde ich kämpfen?                                                                                                                     ","DIA_KALY_HELLO2_A1_15_08"
"Kaly","","Im Allgemeinen war noch nie ein gefangener Sklave in der Lage, den Einführungs- oder Auswahlkampf zu gewinnen.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_09"
"Kaly","","Es ist immer gescheitert, also hoffe ich, dass du der Erste sein wirst.                                                                                                                     ","DIA_KALY_HELLO2_A1_03_10"

"","","","DIA_KALY_HELLO2_A2"
"Romulus","Was ist, wenn ich Kämpfe gewinne? Was ist der Preis?                                                                                                                     ","DIA_KALY_HELLO2_A2_15_01"
"Kaly","","Der Preis ist die Beherrschung der Arena und die Freiheit.                                                                                                                     ","DIA_KALY_HELLO2_A2_03_02"
"Romulus","Freiheit?                                                                                                                     ","DIA_KALY_HELLO2_A2_15_03"
"Kaly","","Genau, Freiheit und das Recht, in anderen Arenen zu kämpfen.                                                                                                                     ","DIA_KALY_HELLO2_A2_03_04"
"Kaly","","Wenn du aber der Champion wirst, wirst du keine Freiheit erlangen - Du müsstest hier für den Rest deines Lebens kämpfen. Deshalb müssen wir stattdessen für deine Freiheit kämpfen!                                                                                                                     ","DIA_KALY_HELLO2_A2_03_09"
"Romulus","Rache soll meine Belohnung sein, und daran werde ich mich halten.                                                                                                                     ","DIA_KALY_HELLO2_A2_15_05"
"Kaly","","Nur der Champion aller Arenen im Königreich hat das Recht, jeden herauszufordern, gegen den er kämpfen möchte.                                                                                                                     ","DIA_KALY_HELLO2_A2_03_06"
"Kaly","","Und diese Person kann nicht ablehnen.                                                                                                                     ","DIA_KALY_HELLO2_A2_03_07"
"Kaly","","Deshalb musst du alles meistern.                                                                                                                     ","DIA_KALY_HELLO2_A2_03_08"

"","","","DIA_KALY_HELLO2_A3"
"Romulus","Wie viele Arenen gibt es?                                                                                                                     ","DIA_KALY_HELLO2_A3_15_01"
"Kaly","","Zehn. jede ist schwieriger als die vorherige. Es wird Turniere, Teamkämpfe und Monsterkämpfe geben.                                                                                                                     ","DIA_KALY_HELLO2_A3_03_02"
"Kaly","","Wir haben einen langen und harten Weg vor uns.                                                                                                                     ","DIA_KALY_HELLO2_A3_03_03"

"","","","DIA_KALY_HELLO2_A4"
"Romulus","Wie viel verdiene ich pro gewonnenem Kampf?                                                                                                                     ","DIA_KALY_HELLO2_A4_15_01"
"Kaly","","Das hängt vom Schwierigkeitsgrad des Gegners ab. Normalerweise wirst du für Kämpfe überhaupt nicht bezahlt, aber zum Glück hat jemand Proxemo etwas Vernunft eingeredet.                                                                                                                     ","DIA_KALY_HELLO2_A4_03_02"
"Kaly","","Es lohnt sich jedoch, darauf zu achten, dass du etwas Gold hast, um deinen Wunden zu heilen, und vor allem, um sich neue Ausrüstung zu besorgen.                                                                                                                     ","DIA_KALY_HELLO2_A4_03_03"
"Kaly","","Du kannst auch Geschenke von Zuschauern bekommen, aber du musst erst lernen wie man die Zuschauer für sich gewinnt.                                                                                                                     ","DIA_KALY_HELLO2_A4_03_04"

"","","","DIA_KALY_HELLO2_A5"
"Romulus","Wo bekomme ich Waffen und kann meine Kampffertigkeiten verbessern?                                                                                                                     ","DIA_KALY_HELLO2_A5_15_01"
"Kaly","","Hier haben wir einen Rüstungsschmied, einen Bogner, einen Kampflehrer und einen Lehrer für Attribute wie Ausdauer und dergleichen.                                                                                                                     ","DIA_KALY_HELLO2_A5_03_02"
"Kaly","","Wir haben auch einen Rüstungsschmied, der dir Rüstungen verkaufen kann, was deine Priorität sein sollte.                                                                                                                     ","DIA_KALY_HELLO2_A5_03_03"

"","","","DIA_KALY_HELLO2_A6"
"Romulus","Wie lang sind die Intervalle zwischen meinen Kämpfen?                                                                                                                     ","DIA_KALY_HELLO2_A6_15_01"
"Kaly","","Meist zwei bis drei Tage.                                                                                                                     ","DIA_KALY_HELLO2_A6_03_02"
"Kaly","","Die Zuschauer sind nicht sehr geduldig, wenn es um Unterhaltung geht.                                                                                                                     ","DIA_KALY_HELLO2_A6_03_03"
"Kaly","","Sie wollen Brot und Spiele.                                                                                                                     ","DIA_KALY_HELLO2_A6_03_04"
"Romulus","Alles klar.                                                                                                                     ","DIA_KALY_HELLO2_A6_15_05"

"","","","DIA_KALY_HELLO2_A7"
"Romulus","Wo kann ich hier außerhalb des Kampfens Geld verdienen?                                                                                                                     ","DIA_KALY_HELLO2_A7_15_01"
"Kaly","","Der Fall sieht so aus: Im Moment bist du ein Sklave, du hast keine Rechte.                                                                                                                     ","DIA_KALY_HELLO2_A7_03_02"
"Kaly","","Wenn du es schaffst, den ersten Gladiator in einem Turnierspiel zu besiegen - Ich meine natürlich nicht den morgigen Zusammenstoß mit den anderen Sklaven…                                                                                                                     ","DIA_KALY_HELLO2_A7_03_03"
"Kaly","","…Es ist Proxemo, der dir den sogenannten 'Gladiator-Status' verleihen soll. Es berechtigt dich, sich frei in der Bucht zu bewegen, mit Ausnahme der Stadt hinter dem Tor. Dort ist nur die Aristokratie zugelassen.                                                                                                                     ","DIA_KALY_HELLO2_A7_03_04"
"Romulus","Mit diesem Status kannst du den Menschen vor Ort helfen und Gold verdienen.                                                                                                                     ","DIA_KALY_HELLO2_A7_15_05"
"Romulus","Bei wem kann ich arbeiten?                                                                                                                     ","DIA_KALY_HELLO2_A7_15_06"
"Kaly","","In der Bucht kannst du für den Jäger und den Kapitän der Seeleute arbeiten. Es gibt auch einen Holzfäller und einen Alchemisten, aber ich bezweifle, dass sie deine Hilfe brauchen werden.                                                                                                                     ","DIA_KALY_HELLO2_A7_03_07"
"Kaly","","Wenn du mit Arbeit kein Geld verdienen und nur kämpfen willst, dann ist das natürlich kein Problem, aber die Einnahmen und Erfahrungen, die sich aus der Hilfe für diese Menschen ergeben, sind es wert, sich für diese Aufgaben zu engagieren.                                                                                                                     ","DIA_KALY_HELLO2_A7_03_08"
"Romulus","Okay, ich glaube, das genügt.                                                                                                                     ","DIA_KALY_HELLO2_A7_15_09"
"Romulus","Dann schau dich um. Hier hast du 50 Gold. Gib sie vor deinem ersten Spiel mit Bedacht aus. Wir sehen uns!                                                                                                                     ","DIA_KALY_HELLO2_A7_15_10"

"","","","DIA_KALY_PIZDA"
"Kaly","","Spreche hier unbedingt mit den Meistern und Händlern und vor allem mit dem Arenaleiter.                                                                                                                     ","DIA_KALY_PIZDA_03_01"
"Kaly","","Er wird dir die Regeln der Kämpfe erklären.                                                                                                                     ","DIA_KALY_PIZDA_03_02"
"Kaly","","Spreche auch mit dem Jägern und den Seeleuten, insbesondere mit ihrem Kapitän.                                                                                                                     ","DIA_KALY_PIZDA_03_03"
"Kaly","","Wenn du das getan hast, komm zu mir zurück, ich habe dir noch etwas zu sagen.                                                                                                                     ","DIA_KALY_PIZDA_03_04"
"Romulus","Alles klar.                                                                                                                     ","DIA_KALY_PIZDA_15_05"

"","","","DIA_KALY_ZARAZKURWAASAS"
"Kaly","","UND! Wichtig, ich habe dir die wichtigste Frage nicht gestellt.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_03_01"
"Romulus","Ja?                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_15_02"
"Kaly","","Wer warst du in deiner Siedlung?                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_03_03"

"","","","DIA_KALY_ZARAZKURWAASAS_A1"
"Romulus","Holzfäller.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A1_15_01"
"Kaly","","Also bist du wahrscheinlich ziemlich stark.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A1_03_02"

"","","","DIA_KALY_ZARAZKURWAASAS_A2"
"Romulus","Ich war ein Jäger.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A2_15_01"
"Kaly","","Interessant.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A2_03_02"

"","","","DIA_KALY_ZARAZKURWAASAS_A5"
"Romulus","Ich half dem Priester.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A5_15_01"

"","","","DIA_KALY_ZARAZKURWAASAS_A4"
"Romulus","Ich war Kurier.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A4_15_01"
"Kaly","","Interessant.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A4_03_02"

"","","","DIA_KALY_ZARAZKURWAASAS_A3"
"Romulus","Ich habe im Gasthof meines Onkels gekocht.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A3_15_01"
"Kaly","","Interessant.                                                                                                                     ","DIA_KALY_ZARAZKURWAASAS_A3_03_02"

"","","","DIA_KALY_GADALEM"
"Romulus","Ich habe mit allen gesprochen.                                                                                                                     ","DIA_KALY_GADALEM_15_01"
"Kaly","","Dann weißt du ja nun alles.                                                                                                                     ","DIA_KALY_GADALEM_03_02"
"Kaly","","Ruhe dich aus, der Kampf steht dir bevor.                                                                                                                     ","DIA_KALY_GADALEM_03_03"
"Romulus","Werde ich danach ein Gladiator sein?                                                                                                                     ","DIA_KALY_GADALEM_15_04"
"Kaly","","Ja, du nimmst am Turnier teil. Das Turnier findet alle sechs Monate statt. Du kämpfst gemäß der erstellten Tabelle, bis du den Meisterschaftskampf erreichst.                                                                                                                     ","DIA_KALY_GADALEM_03_05"
"Kaly","","Wenn du dieses Ausscheidungsspiel gewinnst, erhälst du den Status eines Gladiators und damit einige Rechte. Du wirst kein gewöhnlicher Sklave mehr sein.                                                                                                                     ","DIA_KALY_GADALEM_03_06"
"Kaly","","Geh jetzt.                                                                                                                     ","DIA_KALY_GADALEM_03_07"

"","","","DIA_KALY_NICEJOB1"
"Kaly","","Herzlichen Glückwunsch zum gewonnenen Kampf! Ich wusste du schaffst es.                                                                                                                     ","DIA_KALY_NICEJOB1_03_01"
"Romulus","Danke das du an mich geglaubt hast.                                                                                                                     ","DIA_KALY_NICEJOB1_15_02"
"Romulus","Was wird jetzt passieren?                                                                                                                     ","DIA_KALY_NICEJOB1_15_03"
"Kaly","","Du verdienst erst einmal Ruhe und eine Belohnung.                                                                                                                     ","DIA_KALY_NICEJOB1_03_04"
"Kaly","","Das Geld für den Kampf kassierst du beim Arenaleiter.                                                                                                                     ","DIA_KALY_NICEJOB1_03_05"
"Romulus","Kann ich die Waffen von den gefallenen Gladiatoren behalten?                                                                                                                     ","DIA_KALY_NICEJOB1_15_06"
"Kaly","","Natürlich! Verkaufen, verwenden, wenn es eine bessere ist. Es gehört dir.                                                                                                                     ","DIA_KALY_NICEJOB1_03_07"
"Kaly","","Treffen wir uns abends im Gasthaus, wir trinken übrigens auf deinen gewonnenen Kampf, ich habe dir was Wichtiges zu sagen.                                                                                                                     ","DIA_KALY_NICEJOB1_03_08"
"Romulus","Kein Problem. Bis später.                                                                                                                     ","DIA_KALY_NICEJOB1_15_09"

"","","","DIA_KALY_KARCZMA1"
"Kaly","","Oh, da bist du ja.                                                                                                                     ","DIA_KALY_KARCZMA1_03_01"
"Kaly","","Hier, lass uns auf meine Kosten auf deinen gewonnenen Kampf anstoßen.                                                                                                                     ","DIA_KALY_KARCZMA1_03_02"
"Romulus","Aber die Menge schaut nach mir.                                                                                                                     ","DIA_KALY_KARCZMA1_15_03"
"Kaly","","Bist du etwas überrascht? Es ist die Aristokratie selbst. Ihre Sklaven ekeln sie an.                                                                                                                     ","DIA_KALY_KARCZMA1_03_04"
"Kaly","","Aber keine Sorge, das wird sich bald ändern. Du wist anfangen, Kämpfe zu gewinnen und ihr Favorit werden.                                                                                                                     ","DIA_KALY_KARCZMA1_03_05"
"Kaly","","Aber nun zur Sache. Hauptsache du hast gewonnen. Ich hatte ein gutes Gefühl bei dir.                                                                                                                     ","DIA_KALY_KARCZMA1_03_06"
"Kaly","","Es liegen 9 Kämpfe vor dir, gefolgt von einem Kampf mit dem lokalen Champion.                                                                                                                     ","DIA_KALY_KARCZMA1_03_07"
"Romulus","Wer ist der Champion?                                                                                                                     ","DIA_KALY_KARCZMA1_15_08"
"Kaly","","Es ist Hermes. Niemand hat ihn jemals besiegt, seit die Gladiator Bucht existiert.                                                                                                                     ","DIA_KALY_KARCZMA1_03_09"
"Kaly","","Ihn zu besiegen öffnet den Weg zur nächsten Arena.                                                                                                                     ","DIA_KALY_KARCZMA1_03_10"
"Kaly","","Wie viel Geld hast du für den Sieg bekommen?                                                                                                                     ","DIA_KALY_KARCZMA1_03_11"
"Romulus","Schlappe 100 Goldstücke.                                                                                                                     ","DIA_KALY_KARCZMA1_15_12"
"Kaly","","Erfreue dich daran. Wer mehr Geld will, muss auf die Großzügigkeit der Zuschauer hoffen.                                                                                                                     ","DIA_KALY_KARCZMA1_03_13"
"Romulus","Was heißt das?                                                                                                                     ","DIA_KALY_KARCZMA1_15_14"
"Kaly","","Je interessanter der Kampf, desto wahrscheinlicher wird dir das Publikum ein paar Goldstücke von der Tribüne abwerfen.                                                                                                                     ","DIA_KALY_KARCZMA1_03_15"
"Kaly","","Wenn du so willst, musst du lernen, wie du das Interesse der Zuschauer an einem Kampf wecken kannst.                                                                                                                     ","DIA_KALY_KARCZMA1_03_16"
"Kaly","","Sprich mit dem Wirt.                                                                                                                     ","DIA_KALY_KARCZMA1_03_17"
"Kaly","","Gastwirte wissen wie immer viel, zu viel…                                                                                                                     ","DIA_KALY_KARCZMA1_03_18"
"Kaly","","Warte, jemand kommt.                                                                                                                     ","DIA_KALY_KARCZMA1_03_19"

"","","","DIA_KALY_KARCZMA1_A1"
"Romulus","(Späht in die Ferne) hmmm?                                                                                                                     ","DIA_KALY_KARCZMA1_A1_15_01"

"","","","DIA_KALY_WHAT"
"Kaly","","Geht's dir noch gut? Rede nicht so mit ihm!                                                                                                                     ","DIA_KALY_WHAT_03_01"
"Romulus","Ich verachte solche Leute.                                                                                                                     ","DIA_KALY_WHAT_15_02"
"Kaly","","Ich auch, aber manchmal musst man den Mund halten, besonders du.                                                                                                                     ","DIA_KALY_WHAT_03_03"
"Kaly","","Wenn du nicht in der Arena kämpfst und nicht nur ein einfacher Sklave bist, würdest du schon längst die Radischen von unten sehen.                                                                                                                     ","DIA_KALY_WHAT_03_04"
"Romulus","Wann ist mein nächster Kampf?                                                                                                                     ","DIA_KALY_WHAT_15_05"
"Kaly","","In 2 Tagen, bereite dich gut darauf vor.                                                                                                                     ","DIA_KALY_WHAT_03_06"
"Kaly","","Das ist das letzte Geld, das ich dir geben kann.                                                                                                                     ","DIA_KALY_WHAT_03_07"
"Romulus","Danke, das wird sehr nützlich sein.                                                                                                                     ","DIA_KALY_WHAT_15_08"
"Kaly","","Geh schlafen, du musst dich ausruhen.                                                                                                                     ","DIA_KALY_WHAT_03_09"
"Kaly","","Treffen wir uns morgen früh vor der Taverne.                                                                                                                     ","DIA_KALY_WHAT_03_10"

"","","","DIA_KALY_ELO"
"Kaly","","Hast Du gut geschlafen?                                                                                                                     ","DIA_KALY_ELO_03_01"
"Romulus","Es ging so.                                                                                                                     ","DIA_KALY_ELO_15_02"
"Kaly","","Morgen erwartet dich ein weiterer Kampf, dein erster im Turnier.                                                                                                                     ","DIA_KALY_ELO_03_03"
"Kaly","","Bereite dich gut darauf vor.                                                                                                                     ","DIA_KALY_ELO_03_04"
"Romulus","Weißt du etwas über meinen Gegner?                                                                                                                     ","DIA_KALY_ELO_15_05"
"Kaly","","Nicht sehr viel, aber es sollte kein Problem für dich sein.                                                                                                                     ","DIA_KALY_ELO_03_06"
"Kaly","","In jedem Fall musst du den Kampf gewinnen, egal wer dein Gegner ist.                                                                                                                     ","DIA_KALY_ELO_03_07"
"Kaly","","Morgen Mittag ist der Kampf. Melde dich zwischen 12 und 13 Uhr beim Leiter der Arena.                                                                                                                     ","DIA_KALY_ELO_03_08"
"Kaly","","Oh, wichtig. Was deine pünktliche Anmeldung in die Arena betrifft.                                                                                                                     ","DIA_KALY_ELO_03_09"
"Kaly","","Wenn du das nicht tust, wirst du als Verlierer angesehen. Du weißt was das bedeutet?                                                                                                                     ","DIA_KALY_ELO_03_10"
"Romulus","Tod.                                                                                                                     ","DIA_KALY_ELO_15_11"
"Kaly","","Genau, also denke daran.                                                                                                                     ","DIA_KALY_ELO_03_12"
"Kaly","","Okay, ich habe noch etwas zu tun. Wir sehen uns morgen um 12 Uhr in der Arena.                                                                                                                     ","DIA_KALY_ELO_03_13"
"Kaly","","Wir sehen uns.                                                                                                                     ","DIA_KALY_ELO_03_14"
"Romulus","Bis bald!                                                                                                                     ","DIA_KALY_ELO_15_15"

"","","","DIA_KALY_HIMATE1"
"Kaly","","Gerade noch rechtzeitig, denn Diadysem ist bereits in der Arena. Proxemo war ungeduldig und wollte dir Wachen nachschicken.                                                                                                                     ","DIA_KALY_HIMATE1_03_01"
"Romulus","Gut das ich Pünktlich bin.                                                                                                                     ","DIA_KALY_HIMATE1_15_02"
"Kaly","","Ja, aber du weißt, wie es funktioniert. Der Zuschauerdruck ist enorm.                                                                                                                     ","DIA_KALY_HIMATE1_03_03"
"Kaly","","Du brauchst nicht viel zu reden, gehe zum Leiter der Arena.                                                                                                                     ","DIA_KALY_HIMATE1_03_04"

"","","","DIA_KALY_GODJOB2"
"Kaly","","Gut gemacht, Junge.                                                                                                                     ","DIA_KALY_GODJOB2_03_01"
"Romulus","Er war kein besonders anspruchsvoller Gegner.                                                                                                                     ","DIA_KALY_GODJOB2_15_02"
"Kaly","","Ich freue mich zu sehen, wie gut du mit der Situation umgehst, in der du dich befindest.                                                                                                                     ","DIA_KALY_GODJOB2_03_03"
"Kaly","","Hole deine Belohnung vom Arenaleiter ab und treffe mich wie gewohnt am Abend in der Taverne.                                                                                                                     ","DIA_KALY_GODJOB2_03_04"

"","","","DIA_KALY_NONO"
"Kaly","","Sieh an, sieh an! Schon sprechen alle über deinen Sieg über Diadysem.                                                                                                                     ","DIA_KALY_NONO_03_01"
"Kaly","","Glückwunsch.                                                                                                                     ","DIA_KALY_NONO_03_02"
"Romulus","Wieso hat keiner der vorherigen Sklaven ihn besiegen können? Ich hatte nicht allzu viel Mühe mit ihm.                                                                                                                     ","DIA_KALY_NONO_15_03"
"Kaly","","Deshalb wusste ich, dass ich auf dich Zählen kann.                                                                                                                     ","DIA_KALY_NONO_03_04"
"Romulus","Wieso?                                                                                                                     ","DIA_KALY_NONO_15_05"
"Kaly","","Darauf Zählen, dass du nicht versagen wirst und jemanden sagen, wer ich wirklich bin.                                                                                                                     ","DIA_KALY_NONO_03_06"
"Romulus","Ich habe nicht einmal darüber nachgedacht.                                                                                                                     ","DIA_KALY_NONO_15_07"
"Kaly","","Was nur beweist, dass du ein guter Typ bist.                                                                                                                     ","DIA_KALY_NONO_03_08"
"Kaly","","Hier, trink was.                                                                                                                     ","DIA_KALY_NONO_03_09"
"Romulus","Und was nun?                                                                                                                     ","DIA_KALY_NONO_15_10"
"Kaly","","Hör zu, ich muss für eine Weile verschwinden. Du hast keinen Zugang zur Stadt, sie ist hinter dem Tor.                                                                                                                     ","DIA_KALY_NONO_03_11"
"Kaly","","Ich muss ein paar Besorgungen machen.                                                                                                                     ","DIA_KALY_NONO_03_12"
"Kaly","","Bring dich nicht in Schwierigkeiten!                                                                                                                     ","DIA_KALY_NONO_03_13"
"Romulus","Bist du morgen weg?                                                                                                                     ","DIA_KALY_NONO_15_14"
"Kaly","","Ja, sehr wichtige Dinge rufen, verstehst du.                                                                                                                     ","DIA_KALY_NONO_03_15"
"Kaly","","Geh schlafen, du hast normalerweise alle zwei Tage einen Kampf. Du machst das schon. Denke daran, wenn möglich zu trainieren, bessere Waffen zu bekommen und so weiter.                                                                                                                     ","DIA_KALY_NONO_03_16"
"Kaly","","Das ist sehr wichtig.                                                                                                                     ","DIA_KALY_NONO_03_17"
"Kaly","","Ab mit dir, du musst dich ausruhen.                                                                                                                     ","DIA_KALY_NONO_03_18"

"","","","DIA_KALY_MASZDOMKURWA"
"Kaly","","Oh, fat vergessen. Du musst nicht mehr in dieser Sklavenhöhle schlafen.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_01"
"Kaly","","Ich gebe dir mein Haus am Hafen. Das mit dem roten Dach.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_02"
"Kaly","","Da schläfst du besser.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_03"
"Romulus","Warum gibst du es mir?                                                                                                                     ","DIA_KALY_MASZDOMKURWA_15_04"
"Kaly","","Weil ich es nicht brauche. Früher war es das Haus des Besitzers dieser Bucht. Früher gab es hier keine Arena, nur ein Dorf mit Hafen.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_05"
"Kaly","","Ich habe es von ihm gekauft und ich habe es halt solange behalten.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_06"
"Kaly","","Ich habe ein Haus in der Stadt, eines reicht mir.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_03_07"
"Romulus","Danke.                                                                                                                     ","DIA_KALY_MASZDOMKURWA_15_08"

"","","","DIA_KALY_SELLINFO"
"Kaly","","Etwas anderes. Ich werde versuchen, Informationen über die Waffen der nächsten Gegner zu bekommen.                                                                                                                     ","DIA_KALY_SELLINFO_03_01"
"Kaly","","Wenn wir uns treffen, frag einfach.                                                                                                                     ","DIA_KALY_SELLINFO_03_02"
"Romulus","Danke.                                                                                                                     ","DIA_KALY_SELLINFO_15_04"

"","","","DIA_KALY_ENEMYEQ"
"Romulus","Was weißt du über meinen nächsten Gegner?                                                                                                                     ","DIA_KALY_ENEMYEQ_15_01"
"Kaly","","Leider habe ich dazu keine Informationen.                                                                                                                     ","DIA_KALY_ENEMYEQ_03_02"

"","","","DIA_KALY_AAAA1"
"Kaly","","Hallo, ich bin gerade zurückgekommen.                                                                                                                     ","DIA_KALY_AAAA1_03_01"
"Romulus","Hallo Kaly, wo warst du?                                                                                                                     ","DIA_KALY_AAAA1_15_02"
"Kaly","","Ich hatte einige Besorgungen in der Stadt zu erledigen.                                                                                                                     ","DIA_KALY_AAAA1_03_03"
"Kaly","","Du hast den Koloss besiegt, unglaublich.                                                                                                                     ","DIA_KALY_AAAA1_03_04"
"Kaly","","Wir müssen reden.                                                                                                                     ","DIA_KALY_AAAA1_03_05"
"Kaly","","Folge mir.                                                                                                                     ","DIA_KALY_AAAA1_03_06"

"","","","DIA_KALY_AAAA2"
"Kaly","","Ich habe aus mehreren Quellen gehört, dass die Zuschauer sich langsam von den regelmäßigen Kämpfen langweilen.                                                                                                                     ","DIA_KALY_AAAA2_03_01"
"Romulus","Was soll das heißen?                                                                                                                     ","DIA_KALY_AAAA2_15_02"
"Kaly","","Kürzlich brachten sie einen Schattenläufer in die Stadt, Jäger fingen ihn und halten ihn in der Stadt gefangen.                                                                                                                     ","DIA_KALY_AAAA2_03_03"
"Kaly","","Wenn meine Vermutung richtig ist, wird dein nächster Gegner dieser Schattenläufer sein.                                                                                                                     ","DIA_KALY_AAAA2_03_04"
"Romulus","Du machst Witze.                                                                                                                     ","DIA_KALY_AAAA2_15_05"
"Kaly","","Das würde ich gerne.                                                                                                                     ","DIA_KALY_AAAA2_03_06"
"Romulus","Wie soll ich ihm bekämpfen?                                                                                                                     ","DIA_KALY_AAAA2_15_07"
"Kaly","","Spreche unbedingt mit dem Jäger, er wird dir sagen, was und wie zutun ist.                                                                                                                     ","DIA_KALY_AAAA2_03_08"
"Romulus","Woher willst du das wissen?                                                                                                                     ","DIA_KALY_AAAA2_15_09"
"Kaly","","Du weißt nicht, wie man ihn Besiegt oder? ER war es, der auf Befehl von Proxemo diese Bestie gefangen nahm. Wenn er herausfindet, dass du davon weißt, gerät er in Panik. Er ist sehr wahrscheinlich das es zu diesen Kampf kommt.                                                                                                                     ","DIA_KALY_AAAA2_03_10"
"Kaly","","Der Kampf muss bis zum Schluss ein Geheimnis bleiben, um ihn so attraktiv wie möglich zu machen. Wenn du ihn besiegst, wird das sicher eindruck machen.                                                                                                                     ","DIA_KALY_AAAA2_03_11"

"","","","DIA_KALY_AAA3"
"Kaly","","Hat es geklappt?                                                                                                                     ","DIA_KALY_AAA3_03_01"
"Romulus","Es hat funktioniert, ich habe einen Weg gefunden, den Schattenläufer zu besiegen.                                                                                                                     ","DIA_KALY_AAA3_15_02"
"Kaly","","Perfekt, dann macht es keinen Sinn mehr zu reden. Macht dich bereit. Wir sehen uns morgen in der Arena!                                                                                                                     ","DIA_KALY_AAA3_03_03"

"","","","DIA_KALY_SHADOWBEASTWIN"
"Kaly","","Wahnsinn, das hast du gut gemacht. Schade, dass du Proxemos Gesicht nicht gesehen hast.                                                                                                                     ","DIA_KALY_SHADOWBEASTWIN_03_01"
"Romulus","Wie er reagiert hat, ist mir egal, Hauptsache ich habe gewonnen.                                                                                                                     ","DIA_KALY_SHADOWBEASTWIN_15_02"
